status,starturl,origin
200,http://corpushedendaagsnederlands.inl.nl/,easy-access-protected-resources
200,http://clarino.uib.no/korpuskel/corpus-list,easy-access-protected-resources
200,https://centres.clarin.eu/centre/40,easy-access-protected-resources
200,https://weblicht.sfs.uni-tuebingen.de/,easy-access-protected-resources
200,https://centres.clarin.eu/centre/22,easy-access-protected-resources
200,https://centres.clarin.eu/centre/6,easy-access-protected-resources
200,https://centres.clarin.eu/centre/11,easy-access-protected-resources
200,https://centres.clarin.eu/centre/1,easy-access-protected-resources
200,https://centres.clarin.eu/centre/23,easy-access-protected-resources
200,https://centres.clarin.eu/centre/24,easy-access-protected-resources
200,https://tekstlab.uio.no/glossa2/,easy-access-protected-resources
200,https://centres.clarin.eu/centre/3,easy-access-protected-resources
200,https://fame.ruhosting.nl/wordpress/?page_id=152,easy-access-protected-resources
200,https://centres.clarin.eu/centre/17,easy-access-protected-resources
200,http://weblicht.sfs.uni-tuebingen.de/weblichtwiki/index.php/Tundra,easy-access-protected-resources
200,https://shibboleth.bbaw.de/lingdemo/,easy-access-protected-resources
200,https://archive.mpi.nl/,easy-access-protected-resources
200,https://portal.clarin.inl.nl/vu-dnc/,easy-access-protected-resources
200,https://korp.csc.fi/?lang=en,easy-access-protected-resources
400,https://onderzoek.zoeken.fame.frl/,easy-access-protected-resources
200,http://clarino.uib.no/iness,easy-access-protected-resources
200,https://collections.clarin.eu/,easy-access-protected-resources
200,https://centres.clarin.eu/centre/14,easy-access-protected-resources
200,https://centres.clarin.eu/centre/5,easy-access-protected-resources
200,https://lindat.mff.cuni.cz/repository,easy-access-protected-resources
200,http://clarin.b.uib.no/,easy-access-protected-resources
200,http://lat.csc.fi/,easy-access-protected-resources
200,https://clarin.dk/,easy-access-protected-resources
200,https://www.clarin.si/repository/xmlui/discover?filtertype=rights&filter_relational_operator=equals&filter=ACA,easy-access-protected-resources
200,http://hdl.handle.net/11858/00-1779-0000-0006-BF00-E,easy-access-protected-resources
200,https://repo.clarino.uib.no/xmlui/discover?filtertype=rights&filter_relational_operator=equals&filter=ACA,easy-access-protected-resources
200,https://www.nederlab.nl/onderzoeksportaal/sites/nederlab/html/login/,easy-access-protected-resources
200,https://corpora.uni-hamburg.de/repository,easy-access-protected-resources
